window	Bract.rpkm	Corolla.rpkm	Ligule.rpkm	Ovary.rpkm	Pollen.rpkm	Seeds.rpkm	Stamen.rpkm	Stem.rpkm	Pistil.rpkm
window_512022	6.14	1.85	5.07	0.22	0.03	3.82	0.74	6.51	1.24
window_512029	0.06	2.18	0.71	0.08	0.21	0.04	1.98	0.08	0.14
window_512047	0.43	0.49	0.81	0.61	0.02	1.36	0.43	0.68	0.38
window_512048	0.43	0.49	0.81	0.61	0.02	1.36	0.43	0.68	0.38
window_512049	0.43	0.49	0.81	0.61	0.02	1.36	0.43	0.68	0.38
window_512064	0.13	0.22	1.33	0.11	0	0.15	0.25	3.96	0.31
window_512094	0.49	0.07	0.35	0	0	0.81	0.17	1.1	0.13
window_512104	180.21	138.39	161.42	163.47	0.56	92.11	63.49	153.36	211.34
window_512110	11.09	10.83	11.7	105.32	0	10.34	14.15	24.81	11.26
window_512111	11.09	10.83	11.7	105.32	0	10.34	14.15	24.81	11.26
window_512139	42.93	57.65	8.14	1.8	9.97	0.12	16.2	3.96	6.29
window_512152	5.24	0.32	1.27	0.43	0	0.31	0.98	13.36	0.9
window_512172	12.94	1.62	5.16	4.22	0.22	4.54	3.33	8.75	4.72
window_512176	0.12	0.13	0.35	0.09	0	0.45	0.42	2.15	0.15
window_512177	0.84	0.73	1.45	0.33	0.02	0.41	1.28	2.22	1.14
window_512190	0	0.02	0.01	0	0.1	0	5.44	0.03	0.38
window_512206	25.28	0.38	0.93	3.5	0.01	0.01	0.43	7.31	0.36
window_512207	13.27	14.28	24.23	4.79	2.46	2.84	2.77	6.16	27.24
window_512208	13.27	14.28	24.23	4.79	2.46	2.84	2.77	6.16	27.24
window_512212	134.04	47.02	129.85	51.8	0.19	26.04	7.47	51.86	72.38
window_512221	4.18	11.33	6.79	7.59	0.02	8.65	1.86	10.03	11.79
window_512231	4.86	1.73	13.4	1.11	0.03	1.69	0.29	6.64	0.69
window_512232	4.86	1.73	13.4	1.11	0.03	1.69	0.29	6.64	0.69
window_512233	109.51	45.2	54.41	5.1	0.07	8.49	3.98	66.13	9.6
window_512234	1.04	0.57	2.41	0.54	0	0.23	0.27	2.3	1.33
window_512236	3.01	1.69	3.91	2.15	0.02	2.65	1.27	4.26	2.45
window_512244	16	12.58	35.81	13.88	4.86	10.32	20.43	13.9	23.94
window_512247	22.54	58.97	21.93	55.73	0.2	40.65	99.82	27.06	65.23
window_512252	0.09	0.19	0.03	3.65	0	0.21	1.31	6.01	9.64
window_512258	0	0	0	0	0	0	0.11	0.24	0
window_512263	12.65	3.43	11.32	3.85	0.13	13.23	3.63	13.27	8.99
window_512264	83.25	147.37	6.41	14.75	0.01	9.69	57.62	41.21	15.07
window_512274	0.19	1.01	0.14	0	0	0	0	0.1	0.18
window_512314	109.38	173.62	77.57	78.45	0.25	25.33	8.9	60.83	55.19
window_512318	8.15	14.05	12.2	14.99	0.1	5.02	18.93	16.99	14.5
window_512414	0.07	0	0.37	0	0	0	0.14	1.89	0.05
window_512415	2.47	18.16	0.65	1.45	0	10.72	1.14	14.53	36.04
window_512420	0.67	0.22	0.12	0	0	0	0.08	0.63	0.24
window_512423	0.18	0.12	0.28	0	0	0.08	0.57	9.38	0.07
window_512459	25	11.44	23.94	4.03	0.07	6.77	4.05	20.55	10.12
window_512484	1.58	0.38	2.5	0.45	0.03	0.35	0.39	4.32	0.78
window_512486	12.98	5.8	14.95	6.37	0.21	6.52	6.39	13.74	7.59
window_512489	38.415	17.145	33.24	18.345	0.77	35.925	11.61	46.96	35.18
window_512490	6.3	1.61	4.85	2.61	0.64	4.19	2.09	5.53	5.68
window_512510	0.07	0.72	1.98	2.2	0	1.74	0.28	0.6	0.41
window_512512	9.85	4.38	16.41	4.19	0.33	3.04	3.03	21.75	3.7
window_512513	9.85	4.38	16.41	4.19	0.33	3.04	3.03	21.75	3.7
window_512514	2.33	0	0.56	0.62	0	0.04	0	0.12	0.36
window_512516	2.55	1.27	0.99	1.22	0.08	0.28	0.49	0.46	5.75
window_512517	8.38	8.94	9.36	4.21	0.06	6.83	7.58	10.29	8.41
window_512518	8.38	8.94	9.36	4.21	0.06	6.83	7.58	10.29	8.41
window_512534	0.14	0.32	0.33	0	0	0.11	0.21	0.58	0.39
window_512544	2.75	1.31	1.14	0.54	0.02	4.17	0.1	1.2	3.93
window_512549	5.3	2.99	19.72	1.37	0.05	0.33	0.42	15.46	2.1
window_512557	14.35	5.25	14.21	7.31	0.11	7.12	6.71	19.35	6.14
window_512559	0.46	0.78	1.67	0.61	0.25	0.93	0.7	1.81	0.64
window_512560	0.46	0.78	1.67	0.61	0.25	0.93	0.7	1.81	0.64
window_512561	0.46	0.78	1.67	0.61	0.25	0.93	0.7	1.81	0.64
window_512562	0.46	0.78	1.67	0.61	0.25	0.93	0.7	1.81	0.64
window_512571	0.98	0.92	0.58	0.92	0.03	0.46	0.62	0.88	0.96
window_512575	17.09	6.12	20.26	0.76	0.17	2.59	2.61	16.75	2.91
window_512576	2.78	1.48	2.47	2.47	0.01	0.7	0.5	4.46	1.77
window_512596	1.42	0.88	1.65	0.66	0.02	0.41	0.07	1.06	0.46
window_512597	1.42	0.88	1.65	0.66	0.02	0.41	0.07	1.06	0.46
window_512602	66	12.91	47.05	16.9	0.18	60.75	9.03	61.44	19.42
window_512603	9.92	4.11	12.82	5.74	47.33	5.03	11.32	15.66	4.45
window_512606	0.11	0	0.15	0	3.66	0.6	0.5	0.39	0.04
window_512608	0.41	2.46	3.4	3.25	0.02	2.19	0.57	5.65	0.55
window_512610	0.005	0.405	0.155	2.44	300.505	0.065	3.91	0.025	1.025
window_512613	30.59	5.6	17.49	0.92	0.4	0.53	1.09	17.32	1.94
window_512615	0.66	0.21	0.63	0.04	2.93	0.84	0.36	1.1	0.31
window_512626	0.32	0.17	0	0.08	1.41	0	17.41	0.01	0.39
window_512627	6	1.01	1.03	0.2	0	0	0.11	4.42	0.07
window_512633	0.09	0.02	0	0	0	0.02	0	0.21	0
window_512634	121.91	5.03	8.84	6.1	0.31	16.43	14.6	128.49	12.48
window_512654	1.54	1.64	2.43	0.28	0	0.05	0.24	2.53	0.54
window_512656	3.785	1.41	4.37	1.885	0.355	7.32	6.18	4.755	1.335
window_512657	7.57	2.77	8.74	3.77	0.39	14.64	2.82	9.51	2.35
window_512658	0.86	0.3	1.3	0.27	0.26	2.03	0.25	1.43	0.33
window_512659	0.86	0.3	1.3	0.27	0.26	2.03	0.25	1.43	0.33
window_512700	3.81	1.78	10.14	1.5	0	0.41	1.88	5.53	0.66
window_512705	23.6	13.495	2.765	5.455	5.96	1.115	2.69	3.36	2.355
window_512706	4.24	3.74	4.11	2.17	5.33	1.71	3.95	2.87	3.27
window_512707	12.07	4.19	8.12	7.43	0.07	4.31	0.68	8.88	8.2
window_512708	31.66	5.15	2.83	1.17	0.02	4.16	0.36	6.93	4.73
window_512711	5.04	5.89	4.6	4.11	2.76	13.92	9.86	3.76	8.35
window_512712	2.3	0.56	1	1.33	0	14.66	0	3.24	0.8
window_512716	0.32	0.54	0.67	1.44	0	0.29	0.07	1.77	0.22
window_512718	3.735	0.82	0.82	0.23	3.175	0.015	47.175	1.16	0.8
window_512722	0.49	0.18	0.54	0.69	0	0.77	0.09	0.83	0.2
window_512726	6.95	16.64	14.03	4.36	0.09	21.04	22.75	20.46	27.61
window_512767	0.04	0.13	0.32	0.27	0.07	0.82	0.32	2.53	0.25
window_512773	12.81	21.19	33.69	35.65	0.06	32.695	17.29	26.755	19.57
window_512781	12.87	19.58	19.37	4.1	0.29	3.45	5.98	15.22	5.64
window_512782	0.86	0.22	0.37	0.1	3.29	0.12	2.44	0.48	0.19
window_512786	35.1	28.36	174.37	8.9	0.22	22.44	31.37	7.31	32.59
window_512792	0	0	0.21	0	0	0.04	0	0.06	0.02
window_512806	1.6	1.04	229.69	6.01	0.01	1.35	4.83	1.44	28.74
window_512809	0.04	0.13	0	0	0	0	0	0.21	0.04
window_512813	2585.05	3704.81	5100.44	5382.89	9.87	1362.52	595.6	930.55	6067.72
window_512821	0.23	0.27	0.93	0.44	0.28	0.25	0.67	0.76	0.18
window_512824	0.36	0.07	1.09	0.13	1.03	0.5	1.09	1.25	0.18
window_512880	2.91	6.13	12.19	45.74	0	12.03	0.23	4.54	6.88
window_512890	41.76	46.15	39.17	131.92	0.05	32.85	13.27	45.69	44.24
window_512892	18.24	309.46	79.57	244.03	0.3	64.54	60.94	13.37	145.06
window_512904	0.09	0.14	1.49	0.77	0	0.93	0.16	0.38	0.23
window_512906	18.55	8.79	16.05	4.44	0.19	3.07	1.57	11.73	7.58
window_512907	0.14	2.03	2.08	0.3	0.01	0.55	0.09	0.06	37.66
window_512909	2.77	2.49	2.05	3.4	0.03	4.77	1.83	4.59	3.1
window_512914	0.56	1.07	1.56	1.09	0	2.61	0.3	1.04	0.57
window_512929	22.98	4.38	18.89	3.87	0.09	4.79	2.1	17.56	5.95
window_512935	0.14	0.38	0.23	0	0	0.06	0.45	0.13	0
window_512941	4.66	26.67	24.33	6.22	0.04	9.28	5.63	5.65	7.01
window_512952	96.75	73.52	124.93	132.96	0.44	165.01	18.72	181.66	41.09
window_512953	96.75	73.52	124.93	132.96	0.44	165.01	18.72	181.66	41.09
window_512954	9.82	2.79	4.43	1.93	0.02	11.87	2.34	9.14	6.24
window_512956	6.64	62.04	19.33	41.84	0	11.01	1.77	1.04	9.25
window_512961	1.55	4.17	4.21	2.02	0.02	1.23	1.22	3.38	1.6
window_512981	2.57	1.4	6.75	1.38	0.02	0.81	0.19	3.33	2.73
window_512982	2.57	1.4	6.75	1.38	0.02	0.81	0.19	3.33	2.73
window_512987	0.8	0	0.36	0	0.01	0.09	0.08	0.25	0.87
window_512994	6.23	5.04	21.69	4.77	0.71	1.82	1.41	8.46	2.71
window_513001	0.03	0.32	1.43	0	0	0.38	0.01	0.43	0.05
window_513010	30.19	11.89	31.55	6.71	0.08	12.17	13.04	26.43	20.26
window_513025	0.28	0	0.01	0	0	0	0	0.05	0
window_513028	35.83	1.15	2.34	0	0.03	4.2	1.91	1.02	13.03
window_513029	4.42	0	0.04	0	0	1.41	0.09	0.38	0.08
window_513044	27.61	4.04	4.25	1.91	0.01	1.26	0.77	20.82	4.27
window_513051	7.53	7.14	7.38	11.94	0.03	19.07	8.42	10.68	10.09
window_513052	774.8	460.79	650.9	2182.82	0.99	222.08	222.94	404.71	536.57
window_513057	220.92	1136.08	122.22	803.52	0.02	18	131.67	106.77	158.07
window_513066	12.1	20.74	4.1	53.75	0	1.11	9.9	6.36	6.27
window_513087	1.03	7.9	2.29	2.45	0.01	3.85	0.77	5.55	2.35
window_513100	5.45	3	6.11	3.96	0.17	9.68	3.17	8.26	4.78
window_513101	11.71	1.76	5.64	1.35	0.12	8.98	4.35	24.77	3.54
window_513103	0.59	0	0.07	0	0	0.03	0.1	0.72	0.03
window_513108	0	0.61	16.16	1.25	0	0.76	0.07	0.18	0.86
window_513118	7.02	35.13	13.75	56.97	0.04	10.91	1.22	14.81	28.34
window_513120	7.71	5.1	10	6.52	0.07	10.28	3.8	8.09	5.15
window_513121	7.71	5.1	10	6.52	0.07	10.28	3.8	8.09	5.15
window_513168	3.37	0	0.15	0.27	0	0.58	4.12	2.7	0.39
window_513172	0.32	0.47	1.37	0.57	0.01	1.44	0.07	0.35	0.68
window_513173	0.32	0.47	1.37	0.57	0.01	1.44	0.07	0.35	0.68
window_513175	67.44	2.41	4.62	2.8	0.18	24.8	3.47	49.68	3.28
window_513177	11.16	11.75	5.42	20.56	0.03	10.95	0.35	2.75	6.07
window_513178	9.99	6.83	14.11	8.56	0.08	9.03	5.09	11.42	10.05
window_513219	4.835	5.745	8.49	3.995	0.065	5.985	2.65	38.105	4.98
window_513222	126.72	75.14	72.11	72.68	0.15	30.56	12.07	87.13	69.1
window_513223	18.54	12.45	5.04	2.95	0.06	2.55	0.62	11.06	4.84
window_513224	0.26	0.53	1.75	0.44	5.05	0.07	8.17	0.17	3.35
window_513232	13.91	0.41	1.36	2.73	0.01	16.13	1.37	19.94	2.33
window_513234	4.29	2.28	6.62	1.47	0.5	3.68	2.44	10.25	2.78
window_513235	0.08	0	0.32	0	0	0.04	0.02	0.02	0.01
window_513236	0.01	0.63	0.92	0.9	0	0.31	0.26	0.31	0.03
window_513237	0.01	0.63	0.92	0.9	0	0.31	0.26	0.31	0.03
window_513239	0.58	1.36	1.96	1.21	0.16	0.76	1.6	1.79	0.84
window_513248	6.92	2.29	4.29	1.73	0.03	1.15	1.75	10.08	1.29
window_513249	17.84	12.48	131.19	19.51	0.01	21.14	8.38	43.19	32.01
window_513257	12.2	9.44	23.51	22.91	0.03	3	8.11	8.87	45.44
window_513265	7.38	4.63	9.07	3.37	0.53	1.82	3.3	6.21	2.79
window_513266	1.24	0.51	0.53	0.16	0	0.07	0.56	0.39	0.05
window_513279	58.43	22.01	65.95	14.89	0.2	7.92	23.58	70.22	28.72
window_513310	2.13	1.27	1.98	1.61	0.02	2.57	0.71	1.69	1.1
window_513311	8.66	8.78	2.66	13.47	0.05	8.5	3.95	10.35	8.67
window_513319	0.31	0.35	2.15	0.52	0	2.49	1.41	5.22	0.54
window_513338	3.67	2.56	17.89	3.5	0.03	5.7	1.26	8.8	3.72
window_513353	6.18	8.03	6.9	2.55	0.04	8.11	3.24	8.88	7.82
window_513355	12.4	4.72	20.2	1.74	0.04	3.08	1.67	13	4.92
window_513366	23.35	14.6	12.06	11.25	0.08	2.76	3.04	24.55	8.78
window_513367	23.35	14.6	12.06	11.25	0.08	2.76	3.04	24.55	8.78
window_513379	25.6	227.61	23.64	155.13	0.14	10.58	18.91	3.58	474.81
window_513387	107.15	29.74	29.01	38.19	0.2	13.46	15.83	48.5	56.05
window_513389	16.75	1.46	6.91	0.22	0.08	4.29	1.11	15.9	1.61
window_513397	2.52	0.7	5.98	0.7	0	0.19	0.05	0.98	5.37
window_513398	1.3	1.61	3.49	0.4	0.1	0.61	0.98	6.6	1.22
window_513400	14.45	2.68	2.94	2.74	0.05	5.72	1.17	7.56	2.85
window_513402	7.57	3.87	13.03	0.71	0.03	1.79	0.5	5.14	1.46
window_513406	2.45	4.38	30.66	4.11	0.02	5.81	4.75	4.53	3.08
window_513414	2.75	6.47	7.17	2.68	0.12	5.33	10.46	4.27	6.49
window_513419	7.32	2.24	6.21	1.74	0.86	2.45	5.37	6.95	3.91
window_513420	51.42	30.75	36.15	48.93	0.27	17.9	28.13	66.52	55.91
window_513430	0.08	0.1	1.84	0.36	0	0.25	0	0.03	0.32
window_513441	11.24	4.33	17.44	18.59	0.04	18.56	4.29	16.66	14.22
window_513447	5.92	2.25	8.84	2.2	7.61	3.75	29.28	5.34	5.48
window_513449	0.86	0.54	0.95	1.03	0.01	4.69	0.66	1.28	0.72
window_513451	0.18	0	0.25	0.37	0.01	1.84	0	0.5	0.08
window_513463	5.945	2.5	8.105	2.015	0.735	5.15	3.755	8.73	2.355
window_513464	3.6	3.2	5.9	1.05	0.11	5.03	1.15	5.55	1.91
window_513465	3.6	3.2	5.9	1.05	0.11	5.03	1.15	5.55	1.91
window_513467	0.47	1.94	3.98	17.06	0.02	0.27	4.69	1.12	11.01
window_513473	0.06	0	0.04	0.05	0.25	0.01	0.03	0.2	4.95
window_513482	3.44	1.03	6.02	2.02	152.77	2.26	11.8	3.17	2.36
window_513483	0.46	0.23	0.78	0.37	0.03	0.4	0.04	0.41	0.12
window_513512	5.04	21.49	53.37	45.73	0.03	15.55	2.58	34.65	17.25
window_513513	5.6	4.74	7.33	3.67	0.53	7.34	7.68	9.69	4.5
window_513516	0.29	0.26	0.5	0.81	0	0.14	0.62	8.01	0.44
window_513521	10.61	6.79	20.7	2.3	0.89	2.38	3.23	17.25	3.66
window_513523	0.02	0.03	0.55	0.19	1.4	0.05	0.08	2.6	0.05
window_513524	4.15	1.3	1.98	0.32	0.4	0.31	0.79	1.22	1.22
window_513525	3.755	4.11	13.085	4.865	0.53	7.005	4.21	16.27	3.905
window_513526	53.62	33.09	30.83	60.08	0.08	15.12	31.29	29.93	44.55
window_513527	22.15	20.64	24.67	13.99	0.63	15.49	9.78	35.31	32.26
window_513528	37.1	9.79	25.12	9.85	0.22	11.6	6.2	32.19	17.24
window_513530	35.03	15.35	40.69	10.28	0.14	2.51	3.2	49.68	18.85
window_513531	0.32	0.07	0.3	0.12	0	0.26	0.84	24.59	0.07
window_513543	67.55	99.35	18.87	125.41	0.62	134.71	67.93	1145.04	342.28
window_513554	0	0	1.4	0	0	0.1	0.05	0	0.24
window_513567	11.33	20.01	20.13	10.18	0.68	22.22	5.27	13.72	18.9
window_513568	8.48	4.25	11.61	2.54	0.06	2.56	1.51	17.35	2.49
window_513583	7.88	2.71	4.2	8.4	0.06	6.56	3.53	6.52	8.46
window_513585	8.65	7.39	10.26	3.71	0.13	8.52	3.71	14.94	4.58
window_513593	0.18	0.89	1.17	0.65	0	4.2	10.16	1.3	0.78
window_513596	3.97	2.32	3.84	0.78	0.14	1.53	1.06	4.3	1.8
window_513716	4.945	0.85	4.08	2.1	0.695	3	8.14	7.085	2.825
window_513717	27.34	8.09	18.52	14.01	0.18	28.78	4.51	18.47	17.23
window_513719	3.21	5.44	4.81	6.71	0.18	9.72	5.92	10.36	8.7
window_513749	74.72	337.43	13.5	158.24	0.1	31.6	36.29	58.74	119.1
window_513750	74.72	337.43	13.5	158.24	0.1	31.6	36.29	58.74	119.1
window_513755	0	0.1	0.21	0.13	0	0.36	0	0.07	0.06
window_513768	0.03	0.82	0.53	0.38	1.39	8.73	1.74	0.28	0.7
window_513769	1.45	28.3	3.29	12.11	0.01	9.77	3	2.99	1.92
window_513774	67.93	355.67	51.38	219.79	0.06	20.36	56.92	69.49	48.2
window_513778	1.54	2.87	4.15	1.16	0.1	5.47	2.52	3.84	2.88
window_513779	1.54	2.87	4.15	1.16	0.1	5.47	2.52	3.84	2.88
window_513780	12.34	2.66	9.81	4.22	0.02	6.17	1.25	17.18	3.81
window_513784	10.01	0.7	0.25	9.29	0.01	349.58	0.13	0.23	0.57
window_513795	11.94	21	13.87	34.99	0.11	46.16	6.16	87.38	21.6
window_513796	475.78	864.51	374.31	58.69	0.26	2.3	40.2	404.1	142
window_513799	1.46	1.56	4.02	0.78	0.12	1.41	1.38	3.06	1.21
window_513800	1.46	1.56	4.02	0.78	0.12	1.41	1.38	3.06	1.21
window_513805	13.9	50.77	213.46	8.36	0.47	4.68	16.85	2.4	33.48
window_513806	13.9	50.77	213.46	8.36	0.47	4.68	16.85	2.4	33.48
window_513808	13.9	50.77	213.46	8.36	0.47	4.68	16.85	2.4	33.48
window_513825	0.22	0.35	3.73	1.16	0	1.45	0.2	0.86	0.43
window_513836	3.99	6.64	15.33	2.75	0.07	3.79	1.86	10.73	2.3
window_513837	11.33	19.62	12.32	6.43	0.04	8.71	3.17	25.25	20.93
window_513840	0.1	0.04	0.34	0.08	0	0	0	0.33	0.01
window_513843	2.06	1.72	2.66	1.7	0.17	2.27	2.27	3.84	1.51
window_513846	6.15	3.52	9.35	3.33	0.05	5.72	1.31	8.45	2.73
window_513857	138.34	58.19	86.24	137.19	0.43	87.49	19.94	63.04	103.62
window_513859	0.13	0.19	1.17	1.53	0	0.06	0.79	0.07	0.49
window_513924	0.12	0	0.18	0.06	0	0.22	0.04	0	0
window_513931	22.86	29.76	25.03	36.72	0.54	19.65	56.53	23.38	62.31
window_513934	0	0	0	0	0	0	0	0.09	0
window_513935	2.2	0.41	6.41	0.9	0.25	3.15	1.9	1.82	2.38
window_513936	0.91	0.17	1.34	0.47	0.01	0.86	0.39	2.83	0.25
window_513947	2.28	1.33	4.4	1.02	0.11	1.17	1.22	5.9	1.32
window_514008	0	0	0.01	0	0.31	0.5	6.2	0.12	0.41
window_514012	3.33	3.02	5.44	4.43	0.01	1.07	0.85	3.34	3.17
window_514017	0	0	0.02	0	0.01	0	0	0.36	0.18
window_514028	0	0.76	0	0.39	3.68	0	71.78	0	1.84
window_514029	5.08	3.82	5.81	3.27	0.04	7.91	3.44	5.74	5.5
window_514030	5.08	3.82	5.81	3.27	0.04	7.91	3.44	5.74	5.5
window_514031	5.08	3.82	5.81	3.27	0.04	7.91	3.44	5.74	5.5
window_514052	5.28	2.65	8.14	2.08	2.82	6.24	3.79	10.3	4.49
window_514053	5.28	2.65	8.14	2.08	2.82	6.24	3.79	10.3	4.49
window_514055	5.3	3.15	2.83	3.29	0.01	1.5	1.31	4.38	3.27
window_514056	1.73	0.45	0.28	0	0	0	0.14	0.02	0.04
window_514065	187.38	60.08	133.07	292.32	0.56	176.05	3.84	81.04	34.73
window_514070	0	1.01	0.16	0.65	0	0	164.85	0.04	0.08
window_514071	0	0.04	0	0	0.28	0	5.44	0	0.06
window_514077	0	0	0	0	0	0	0.14	0	0
window_514078	0.02	0.17	0.57	7.72	0.05	0.68	1456.31	0.27	0.21
window_514082	3.57	8.04	5.77	3.79	0.01	4.8	1.94	6.26	9.95
window_514098	1.19	0.07	0.08	0	0	0.04	0.16	1.6	0.13
window_514128	4	2.2	4.26	0.93	0.08	1.27	0.39	5.4	1.56
window_514131	4.54	44.6	53.74	52.25	0.05	12.81	18.91	33.78	24.86
window_514145	1.36	1.35	3.44	2.68	1.51	0.68	1.09	4.52	1.51
window_514146	1.36	1.35	3.44	2.68	1.51	0.68	1.09	4.52	1.51
window_514148	3.79	1.19	6.49	2	0.07	3.94	2.6	5.83	2.38
window_514149	3.79	1.19	6.49	2	0.07	3.94	2.6	5.83	2.38
window_514164	145.98	90.27	236.81	84.14	0.76	83.15	44.2	137.35	174.24
window_514165	145.98	90.27	236.81	84.14	0.76	83.15	44.2	137.35	174.24
window_514166	3.18	2	8.05	1.01	0.05	2.82	0.94	3.9	1.87
window_514169	0.05	0.49	0.01	0.67	4.72	0.01	105.36	0	6.3
window_514170	0.05	0.49	0.01	0.67	4.72	0.01	105.36	0	6.3
window_514172	3.935	3.89	7.245	7.44	422.075	5.61	38.245	18.735	16.09
window_514183	4.54	1.27	1.49	0.19	0.05	0.71	0.9	9.96	1.37
window_514184	4.54	1.27	1.49	0.19	0.05	0.71	0.9	9.96	1.37
window_514189	0.67	0.31	3.4	1.29	0	1.36	1.08	9.18	0.61
window_514190	3.68	0.95	2.26	0.19	0.01	0.69	0.25	1.02	1.81
window_514191	3.68	0.95	2.26	0.19	0.01	0.69	0.25	1.02	1.81
window_514192	3.68	0.95	2.26	0.19	0.01	0.69	0.25	1.02	1.81
window_514204	3.4	3.43	4.46	1.26	5.44	3.15	5.13	5.96	2.89
window_514205	3.4	3.43	4.46	1.26	5.44	3.15	5.13	5.96	2.89
window_514206	3.4	3.43	4.46	1.26	5.44	3.15	5.13	5.96	2.89
window_514208	0.02	0.24	0.46	0.36	0	0.16	0.1	0.16	0.03
window_514209	0.02	0.24	0.46	0.36	0	0.16	0.1	0.16	0.03
window_514210	4.14	1.68	8.32	2	0.01	2.09	0.84	7.47	1.59
window_514215	0.21	0.02	0.07	0	0	2.86	0	0	0.01
window_514216	0.21	0.02	0.07	0	0	2.86	0	0	0.01
window_514247	0.07	0.26	2.52	6.77	0	26.98	63.3	1.29	1.66
window_514250	116.56	21.9	77.16	17.67	3.63	27.53	51.8	79.55	73.93
window_514258	6.66	6.07	11.02	5.05	0.96	10.45	9.46	13.15	6.26
window_514259	6.66	6.07	11.02	5.05	0.96	10.45	9.46	13.15	6.26
window_514260	2.25	1.35	3.74	1.19	0.02	2.23	1.33	3.56	1.15
window_514263	0.9	0.22	1.4	0.17	0.01	0.74	0.41	1.65	0.33
window_514266	6.09	4.39	4.26	5.31	0.01	9.93	0.38	4.09	4.25
window_514268	0.01	1.25	0.31	2.38	134.54	0.06	299.95	0.26	7.36
window_514269	0.01	0	0	0	0.32	0	0.68	0.01	0.02
window_514270	0.01	0	0	0	0.32	0	0.68	0.01	0.02
window_514272	155.17	39.14	132.44	54.37	0.5	92.45	13.67	169.98	45.86
window_514273	155.17	39.14	132.44	54.37	0.5	92.45	13.67	169.98	45.86
window_514290	3.84	4.81	5.26	6.52	4.24	6.38	118.25	5.96	13.6
window_514296	4.47	6.23	5.74	3.21	0.07	5.07	3.03	7.78	3.16
window_514318	1.08	0.53	1.57	0.7	0.01	0.27	0.28	1.66	0.46
window_514327	0.59	0.63	0.28	2.5	0.03	3.99	0	0.73	2.73
window_514328	1.43	1.39	1.37	0	0.03	0.34	0.12	2.71	0.1
window_514334	0.83	2.07	2.77	0.93	0.06	1.23	1.44	2.24	1.97
window_514335	0.83	2.07	2.77	0.93	0.06	1.23	1.44	2.24	1.97
window_514340	2.16	2.11	6.54	3.18	0.01	4.19	1.47	2.9	3.9
window_514349	0.7	0	0.17	0	0	0.03	0.73	16.34	0
window_514365	13.21	3.55	9.71	3.08	2.9	13.34	4.27	13.03	4.13
window_514366	13.21	3.55	9.71	3.08	2.9	13.34	4.27	13.03	4.13
window_514367	7.81	7.12	14.23	1.93	0.13	1.67	2.02	7.58	2.59
window_514369	7.81	7.12	14.23	1.93	0.13	1.67	2.02	7.58	2.59
window_514373	0.67	1.5	1.94	0.84	0.5	1.4	1.25	1.85	1.03
window_514374	0.67	1.5	1.94	0.84	0.5	1.4	1.25	1.85	1.03
window_514376	2.56	1.82	5.9	1.39	0.08	0.62	0.71	5.27	1.44
window_514377	2.56	1.82	5.9	1.39	0.08	0.62	0.71	5.27	1.44
window_514385	1.56	2.81	1.77	1.32	0	0.39	0.85	0.06	4.93
window_514395	27.57	12.5	11.06	3.46	0.04	9.59	3.5	29.63	7.69
window_514400	1199.49	708.68	597.29	532.97	5.99	10.42	40.12	345.17	2604.03
window_514402	82.82	93.78	65.19	265.83	0.71	7.72	13.77	43.93	1344.56
window_514413	1.76	1.04	8.58	1.05	0.13	0.71	0.47	6.36	65.49
window_514419	0.42	0.08	0.28	0.29	0.03	0.35	0.06	0.32	0.8
window_514420	176.9	28.57	145.82	47.81	1.02	68.67	22.96	146.23	64.87
window_514422	32.25	10.09	19.44	42.68	0.91	19.16	28.1	20.49	24.11
window_514424	0.89	0.54	1.85	0.45	0.02	1.65	0.26	1.48	0.26
window_514425	0.89	0.54	1.85	0.45	0.02	1.65	0.26	1.48	0.26
window_514427	0.58	0.73	112.45	2.87	0	0.3	0.61	0.56	0.17
window_514430	0.62	0.59	3.51	0.06	0.17	0.27	0.54	1.09	0.64
window_514431	0.04	0	0.34	0.24	0.1	0.04	0.12	0.07	0.01
window_514432	0.04	0	0.34	0.24	0.1	0.04	0.12	0.07	0.01
window_514433	6.14	0.7	3.73	0.3	0.08	2.23	1.79	5.63	1.32
window_514436	10.26	2.41	2.35	10.98	4.28	3.2	391.08	5.94	16.48
window_514437	18.3	27.56	32.19	8.97	0.31	6.19	8.72	23.68	18.17
window_514440	4.62	6.64	8.71	2.96	5.02	5.14	10.04	10.69	5.91
window_514441	4.62	6.64	8.71	2.96	5.02	5.14	10.04	10.69	5.91
window_514442	4.62	6.64	8.71	2.96	5.02	5.14	10.04	10.69	5.91
window_514453	12.01	2.3	5.21	1.6	0.07	3.27	2.33	9.15	3.02
window_514455	0	0.83	2.76	1.77	0	0.31	1.46	0	0.12
window_514475	0.08	0	0.07	0	0.53	0.16	0.23	0.2	0.06
window_514514	96.02	49.44	97.63	68.38	0.47	57.6	22.64	94.55	56.65
window_514516	71.79	14.15	30.09	2.64	0.17	3.2	3.07	53.57	8.93
window_514520	10.44	5.43	9.61	1.63	0.11	2.37	0.49	7.17	1.75
window_514521	10.44	5.43	9.61	1.63	0.11	2.37	0.49	7.17	1.75
window_514523	8.65	3.94	15.35	3.33	0.04	2.95	5.23	16.55	4.04
window_514529	22.19	0.75	20	0	0	0	0	6.11	2.2
window_514549	2.92	0	0.67	0	0	0.09	0	0.87	0
