window	Bract.rpkm	Corolla.rpkm	Ligule.rpkm	Ovary.rpkm	Pollen.rpkm	Seeds.rpkm	Stamen.rpkm	Stem.rpkm	Pistil.rpkm
window_364009	3.17	8.56	7.88	3.56	0.14	9.74	9.06	6.77	8.01
window_364010	3.17	8.56	7.88	3.56	0.14	9.74	9.06	6.77	8.01
window_364011	3.17	8.56	7.88	3.56	0.14	9.74	9.06	6.77	8.01
window_364012	3.17	8.56	7.88	3.56	0.14	9.74	9.06	6.77	8.01
window_364023	1.34	1.52	5.71	2.63	0	2.72	0.98	7.36	1.85
window_364026	1.59	0.69	2.15	1.14	0.04	1.95	0.45	2.15	0.87
window_364027	1.59	0.69	2.15	1.14	0.04	1.95	0.45	2.15	0.87
window_364028	7.85	1.38	2.94	1.76	0.02	3.55	0.79	9	3.87
window_364068	2.63	0.05	1.74	0.14	0	0.09	0.16	4.51	0.84
window_364091	0.26	2.22	12.96	0.71	0	1.67	0.08	0.16	0.51
window_364092	0.26	2.22	12.96	0.71	0	1.67	0.08	0.16	0.51
window_364094	0.26	2.22	12.96	0.71	0	1.67	0.08	0.16	0.51
window_364095	0.25	0.75	2.89	1.37	0.06	1.08	2.36	1.23	0.69
window_364096	0.25	0.75	2.89	1.37	0.06	1.08	2.36	1.23	0.69
window_364098	1.65	0.49	1.33	0.1	0.02	0.65	0.41	2.04	0.49
window_364196	18.63	4.88	16.17	4.37	0.1	6.89	2.68	22.13	4.7
window_364198	5.36	4.28	8.67	4.21	0.06	1.49	1.55	13.11	2.14
window_364212	144.4	169.45	109.33	134.22	0.47	106.63	66.25	92.37	220.18
window_364215	0.1	0.03	15.83	0.52	0.01	0.21	0.28	10.29	16.19
window_364223	12.46	4.53	5.93	4.32	0.06	6.12	1.08	12.19	7.33
window_364224	12.46	4.53	5.93	4.32	0.06	6.12	1.08	12.19	7.33
window_364225	3.81	1.4	5.33	0.5	2.57	0.21	0.66	5.06	5.94
window_364239	0	0	0.03	0	0	0	9.54	0.18	0.14
window_364243	19.46	17	45.29	5.71	0.23	1.17	18.81	29.16	17.59
window_364246	0	0.51	3.88	0.31	0.37	7.05	6.95	0.06	9.57
window_364247	20.43	18.59	28.99	17.81	0	9.14	73.25	31.27	85.07
window_364252	33.32	10.76	75.55	35.99	0.08	3.8	5.48	42.66	91.4
window_364253	33.32	10.76	75.55	35.99	0.08	3.8	5.48	42.66	91.4
window_364255	0	0	0.51	0	2.21	0.08	8.01	0.03	0.11
window_364256	23.32	6.29	34.37	5.12	0.28	3.86	7.48	29.17	7
window_364258	3.39	6.48	6.87	10.13	0	4.01	2.61	10.27	4.38
window_364259	8.33	6.11	60.67	3.83	0.28	1.29	2.45	5.14	6.92
window_364260	8.33	6.11	60.67	3.83	0.28	1.29	2.45	5.14	6.92
window_364271	1.03	1.29	0.82	0.13	0.13	1.38	0.55	0.43	1.68
window_364274	0.1	0.33	0.47	0	0	0.68	0.17	0.12	0.69
window_364276	4.79	1.69	2.5	3.27	0.02	0.73	0.5	2.56	4.27
window_364281	0.04	0.43	0.94	0.12	0.02	0.32	0	0.38	0.13
window_364282	0.04	0.43	0.94	0.12	0.02	0.32	0	0.38	0.13
window_364284	2.62	2.11	4.65	1.57	0.09	3.28	1.89	3.89	2.04
window_364285	2.62	2.11	4.65	1.57	0.09	3.28	1.89	3.89	2.04
window_364286	2.08	1.41	1.52	2.48	0.45	2.3	6.46	1.73	2.31
window_364287	2.08	1.41	1.52	2.48	0.45	2.3	6.46	1.73	2.31
window_364295	20.7	56.75	108.59	9.46	0.63	5.97	25.93	19.75	41.36
window_364297	22.35	51.06	9.06	37.29	0.03	36.54	22.68	16.98	24.77
window_364299	0.03	0.26	1.35	0.71	0	0.78	0	0.32	0.05
window_364301	89.38	57.7	5.33	44.17	0.61	59.85	477.25	55.93	61.49
window_364302	0.82	0.51	0.83	0	0.07	0.53	0.36	1.36	0.31
window_364303	0.82	0.51	0.83	0	0.07	0.53	0.36	1.36	0.31
window_364306	21.19	0.12	0.22	0.51	0	0.2	0.12	0.47	2.07
window_364307	11.27	12.07	15.76	1.83	0.13	1.83	1.5	21.12	3.29
window_364343	0	0	0	0	0	0	0	0.02	0
window_364346	0.36	0.24	0.01	0	0.01	0.08	0	0.04	0
window_364348	0	2.01	0	1.81	2.03	0.05	357.02	0	6.97
window_364352	0	0	0	0	0	0	0	0	0
window_364359	14.81	3.75	7.91	1.31	0	0.19	17.37	8.19	13.62
window_364360	14.81	3.75	7.91	1.31	0	0.19	17.37	8.19	13.62
window_364368	7.88	13.52	21.64	10.68	0.09	13.1	6.61	8.07	8.35
window_364371	9.78	1.14	2.99	0.28	0.02	0.1	0.17	3.36	0.23
window_364372	9.78	1.14	2.99	0.28	0.02	0.1	0.17	3.36	0.23
window_364374	0.58	0.55	1.72	0.65	0	2.06	0.32	0.98	0.53
window_364384	24.26	393.68	36.66	270.78	0.04	5.05	32.34	7.36	77.1
window_364403	8.33	5.33	9.93	3.01	0.08	5.21	9.04	12.34	3.35
window_364404	8.33	5.33	9.93	3.01	0.08	5.21	9.04	12.34	3.35
window_364405	8.33	5.33	9.93	3.01	0.08	5.21	9.04	12.34	3.35
window_364406	13.69	5.99	16.88	3.26	0.29	5.85	4.91	24.75	5.82
window_364408	0.39	0.85	1.21	2	0	0.97	0.61	0.07	0.85
window_364411	0.89	2.11	2.58	8.35	0.01	3.85	0.31	1.64	1.99
window_364426	0.24	0.36	0.67	0.27	0.03	0.58	0.28	1.41	0.29
window_364427	0.24	0.36	0.67	0.27	0.03	0.58	0.28	1.41	0.29
window_364455	14.84	12.04	40.79	9.85	0.02	6.2	11.62	19.82	15.86
window_364456	14.84	12.04	40.79	9.85	0.02	6.2	11.62	19.82	15.86
window_364457	32.92	33.33	21.23	67.69	0.08	49.22	22.24	18.49	35.42
window_364458	0.3	0.05	0.5	0.27	0	1.16	0.48	0.3	0.28
window_364465	0.06	0	0.05	0	0	0.04	0	0.42	0.2
window_364466	0.02	0.19	0.47	0.3	0	0.24	0	0.32	0.05
window_364467	0.02	0.19	0.47	0.3	0	0.24	0	0.32	0.05
window_364468	289.75	211.48	182.42	698.37	0.38	178.19	233.19	440.32	563.04
window_364470	0	8.58	0.03	10.12	11.56	0.17	1853.09	0.02	50.37
window_364479	0.42	0.59	4.98	1.87	0	5.56	0.22	1.79	0.5
window_364483	0.09	0.08	0.33	0.16	0	0.29	0.03	1.15	0.14
window_364484	0.09	0.08	0.33	0.16	0	0.29	0.03	1.15	0.14
window_364490	51.55	28.26	43.24	13.34	2.5	26.19	44.93	49.1	45.46
window_364491	51.55	28.26	43.24	13.34	2.5	26.19	44.93	49.1	45.46
window_364493	0.98	1.18	5.16	0.22	0	0.37	0.56	1.66	1.29
window_364496	5.7	21.46	90.8	185.2	0.18	22.64	92.26	28.01	69.83
window_364499	49.95	11.17	83.2	33.33	7.81	20.69	12.72	45.01	47.73
window_364500	12.71	3.88	7.1	4.45	0.09	3.58	1.35	13.63	2.68
window_364501	12.71	3.88	7.1	4.45	0.09	3.58	1.35	13.63	2.68
window_364503	0	0	0	0	0	0	0	0	0
window_364505	18.32	3.49	16.74	2.63	0.32	6.32	2.7	13.3	3.49
window_364506	18.32	3.49	16.74	2.63	0.32	6.32	2.7	13.3	3.49
window_364508	10.13	2.7	17.29	2.42	0.13	2.09	1.64	18.61	4.7
window_364509	10.13	2.7	17.29	2.42	0.13	2.09	1.64	18.61	4.7
window_364513	4.47	6.12	16.97	3.27	0.01	1.3	0.77	6.98	1.25
window_364548	0.58	0.28	3.03	1.29	0.01	0.49	0.54	0.99	0.5
window_364552	7.02	0.3	0.55	0.59	0	0.1	0.17	3.2	1.1
window_364561	19.62	14.515	17.51	14.685	2.18	11.18	34.44	12.32	30.145
window_364564	3.13	1.65	3.55	1.16	0.03	2.82	0.73	3.76	1.48
window_364580	0.36	0.51	0.38	0	0	0.1	0.27	2.73	0.02
window_364585	12.82	1.16	10.86	4.75	0.02	2.08	3.09	23.08	12.03
window_364589	58.27	46.9	66.67	178.71	0	10.73	1.31	10.34	17.51
window_364591	2.05	4.14	3.91	1.48	0.13	2.6	3.55	3.67	2.97
window_364592	2.05	4.14	3.91	1.48	0.13	2.6	3.55	3.67	2.97
window_364594	0	0	0	0	0	0.02	0	0	0
window_364595	0	0	0	0	0	0.02	0	0	0
window_364598	1.75	6.89	11.37	5.06	0.05	12.03	11.99	4.08	7.93
window_364599	1.75	6.89	11.37	5.06	0.05	12.03	11.99	4.08	7.93
window_364603	5.72	1.04	18.44	1.24	0.08	1.16	1.41	7.38	1.24
window_364609	0.13	0	0.17	0	0.13	0	0	0.07	0.01
window_364610	0.13	0	0.17	0	0.13	0	0	0.07	0.01
window_364612	1.02	0.52	1.2	0.3	0.24	0.57	1.16	1.66	1.03
window_364617	38.45	27.94	20.92	93.08	0.38	42.57	19.31	26.89	44.23
window_364618	0.07	0.09	0.39	0.38	0.01	3.27	0	0.12	0.1
window_364626	4.39	1.56	3.53	1	0.17	2.03	1.33	4.93	2.45
window_364627	4.39	1.56	3.53	1	0.17	2.03	1.33	4.93	2.45
window_364628	4.39	1.56	3.53	1	0.17	2.03	1.33	4.93	2.45
window_364629	0.11	0.46	0.09	0.21	0.04	0.04	31.56	0.24	1.39
window_364630	197.37	53.07	119.53	97.74	0.46	165.67	39.04	235.74	98.63
window_364631	11.86	6.13	9.63	3.91	0.07	6.5	4.26	13.61	6.26
window_364632	11.86	6.13	9.63	3.91	0.07	6.5	4.26	13.61	6.26
window_364633	9.77	2.15	5.45	4.2	3.06	15.73	4.37	7.3	5
window_364643	0.24	0.07	0.27	0.3	0.01	0.04	0.02	0.42	0.62
window_364652	11.14	4.57	6.17	3.72	0.03	1.97	0.49	4.62	3.37
window_364655	15.86	10.58	14.17	4.44	0.08	7.21	4.37	14.8	26.09
window_364657	0	0	0	0	0.01	0.04	0	0.02	0
window_364658	29.82	3.52	16.62	5.34	0.74	21.47	4.31	32.98	11.28
window_364659	3.98	2.62	12.89	2.22	0.45	5.05	4.4	8.56	1.99
window_364669	0	0	2.46	3.72	0	0.59	0	0.93	0.36
window_364671	1.26	1.86	2.91	1.06	0.17	1.48	1.26	2.74	1.21
window_364674	21.1	2.58	17.99	9.27	0	5.7	3.92	25.15	15.77
window_364686	16.91	7.2	13.85	3.27	0.09	11.39	4.21	15.64	6.58
window_364687	16.91	7.2	13.85	3.27	0.09	11.39	4.21	15.64	6.58
window_364701	13.21	6.34	11.28	2.58	0.04	2.44	0.84	12.66	11.13
window_364702	154.55	15.93	5.46	2.33	0.09	0.06	0.53	8.71	5.86
window_364703	3094.72	415.99	734.28	352.55	3.11	151.85	126.51	1511.22	631.41
window_364714	18.59	46.26	47.24	55.27	0.18	23.93	14.8	25.53	63.07
window_364715	0.05	0.21	0.94	0.7	0.01	4.85	0.24	0.32	0.47
window_364719	2.35	0.23	1.18	0.32	0.01	1.05	0.67	1.97	32.42
window_364727	14.25	57.85	45.93	59.13	0.25	55.08	43.12	4.79	36.12
window_364731	0.28	0.18	0.29	0.21	0.02	0.59	0.13	2.11	0.29
window_364732	0.28	0.18	0.29	0.21	0.02	0.59	0.13	2.11	0.29
window_364733	0.2	0.58	0.33	0.4	0.02	1.14	0.58	3.41	0.98
window_364754	48.72	31.42	44.97	67.01	0.15	43.75	17.45	36.44	46.54
window_364755	0.07	0.75	0.02	0	0	0.58	0	0.17	0.53
window_364766	21.94	367.18	157.74	51.89	0.3	22.55	51.54	13.71	227.82
window_364776	0.08	0.33	0.52	0.31	29.96	0.14	12.12	2.73	0.34
window_364777	0.08	0.33	0.52	0.31	29.96	0.14	12.12	2.73	0.34
window_364778	0.08	0.33	0.52	0.31	29.96	0.14	12.12	2.73	0.34
window_364779	0.08	0.33	0.52	0.31	29.96	0.14	12.12	2.73	0.34
window_364780	0.08	0.33	0.52	0.31	29.96	0.14	12.12	2.73	0.34
window_364921	0.06	0	0.25	0	1.87	1.98	0.33	0.08	0.03
window_364943	4.65	6.73	2.13	3.36	0	1.78	0.91	1.07	2.74
window_364957	3.25	8.86	15.58	8.72	0.01	13.96	1.33	17.05	6.67
window_364971	3.38	0.71	1.8	0.23	2.7	1.53	1.69	4.95	0.56
window_364974	14.58	10.65	21.06	18.02	0.52	21.86	4.14	21.36	26.66
window_364975	116	54.33	76.98	38.02	0.17	20.58	11.1	69.46	74.1
window_364976	2.79	1.46	2.62	1.51	0.04	5.39	1.47	3.05	2.23
window_364979	36.85	26.11	42.37	30.15	0.16	31.62	8.31	32.65	26.65
window_364981	12.73	16.25	7.43	3.81	0.02	3.52	1.08	2.73	8.05
window_364990	24.595	14.215	20.715	4.235	0.07	1.265	1.14	20.31	9.905
window_364991	40.81	12.56	20.13	5.93	0.34	9.48	6.7	32.09	11.94
window_365001	0.27	1.56	0.5	1.68	0.06	0.14	2.33	0.34	0.61
window_365004	20.98	7.51	30.17	14.73	0.01	9.61	6.5	38.96	14.49
window_365005	51.89	48.99	38.38	22.89	0.34	25.3	19.43	42.98	35.41
window_365006	51.89	48.99	38.38	22.89	0.34	25.3	19.43	42.98	35.41
window_365026	9.25	16.1	4.2	5.25	0.24	2.71	11.07	26.19	29.52
window_365041	13.535	11.965	12.155	31.57	0.055	14.195	10.48	14.73	18.855
window_365043	0.33	1.39	0.92	0.12	0	0.04	0.17	0.69	0.1
window_365045	0.15	0.04	0.01	0	0	0	0	0.33	0
window_365046	4.49	8.58	3.29	9.44	0.03	5.26	2.73	5.52	8.36
window_365054	9.02	5.59	14.06	1.11	0.04	0	0.49	8.51	7.75
window_365055	9.02	5.59	14.06	1.11	0.04	0	0.49	8.51	7.75
window_365093	10.11	11.1	1.27	0.28	0.06	0.03	4.16	0.68	0.2
window_365094	10.11	11.1	1.27	0.28	0.06	0.03	4.16	0.68	0.2
window_365108	53.03	31.51	31.3	63.06	0.25	37.2	34.2	40.08	44.12
window_365111	50.605	6.65	14.735	4.145	0.33	15.42	8.235	29.42	7.515
window_365124	20.95	32.23	26.08	42.68	0.02	10.16	21.34	38.75	22.94
window_365130	0.18	15.05	0.51	4.31	0	0.79	0.87	0.02	10.75
window_365135	0.02	0	0	0	0	0	0.05	0.13	0.3
window_365141	0.07	0.64	1.81	2.59	2.43	8.62	0.48	0.13	1.24
window_365143	4.43	1.67	2.46	4.18	0.03	4.16	0.88	2.54	3.05
window_365144	2.85	1.48	1.64	2.88	0.07	2.01	2.74	1.94	2.93
window_365145	53.16	54.49	39.41	58.67	0.42	44.86	22.42	51.85	70.47
window_365146	53.16	54.49	39.41	58.67	0.42	44.86	22.42	51.85	70.47
window_365147	0.995	0.025	0.275	0.48	0	0.8	0.365	5.885	0.105
window_365148	1.99	0.05	0.5	0.07	0	0.59	0.73	11.77	0.16
window_365151	3.84	3.54	6.54	7.23	0.05	3.79	2.79	6.03	4.35
window_365152	3.84	3.54	6.54	7.23	0.05	3.79	2.79	6.03	4.35
window_365162	0.02	0.21	0.01	0.07	0.01	0.03	0.54	0.01	0.41
window_365191	17.85	2.99	22.85	3.41	0.01	2.07	2.21	30.94	24.1
window_365193	14.3	1.28	0.91	1.12	0	2.36	4.23	54.33	1.34
window_365194	14.3	1.28	0.91	1.12	0	2.36	4.23	54.33	1.34
window_365195	14.3	1.28	0.91	1.12	0	2.36	4.23	54.33	1.34
window_365228	7.38	0.46	1.12	0	0	0.01	0.14	2.15	0.06
window_365231	5.88	5.02	7.38	2.89	0.04	4.68	0.91	5.93	13.72
window_365232	5.88	5.02	7.38	2.89	0.04	4.68	0.91	5.93	13.72
window_365233	5.88	5.02	7.38	2.89	0.04	4.68	0.91	5.93	13.72
window_365234	5.88	5.02	7.38	2.89	0.04	4.68	0.91	5.93	13.72
window_365251	0.12	0.54	0.14	0	0	0.01	0.55	0.07	0.05
window_365259	3.6	4.27	9.05	1.18	0.02	0.04	0.46	0.21	2.19
window_365262	0	0	0	0	0.22	0	0.2	0.59	0.01
window_365265	80.05	383.87	427.6	1212.46	0.11	349.92	146.71	208.52	365.55
window_365266	21.16	5.46	23.36	7.37	0.15	16.46	3.85	20.5	19.89
window_365296	1.55	1.22	2.38	0.37	0.06	1.92	0.77	2.89	1.43
window_365300	11.2	3.71	10.41	2.85	0.23	1.93	1.81	12.73	3.78
window_365306	13.87	6.43	18.52	14.1	0.02	17.57	3.85	17.12	9.83
window_365307	13.87	6.43	18.52	14.1	0.02	17.57	3.85	17.12	9.83
window_365310	0.27	0.16	1.62	0.1	0.01	0.48	0.15	1.2	0.32
window_365311	0.27	0.16	1.62	0.1	0.01	0.48	0.15	1.2	0.32
window_365312	0.27	0.16	1.62	0.1	0.01	0.48	0.15	1.2	0.32
window_365316	0.02	0	0	0.38	0	15.97	0	0	0
window_365321	15.9	2.32	5.19	0.17	0	0.34	1.83	34.23	1.1
window_365322	46.45	82.03	29.08	110.17	0.1	29.13	16.73	32.27	68.97
window_365332	42.69	22.34	77.01	33.95	5.23	27.56	39.36	38.91	75.12
window_365334	9.39	6.51	15.9	3.04	0.99	1.71	7.12	18.01	4.64
window_365335	36.82	21.03	19.41	32.01	0.13	27.31	18.04	25.56	33.19
window_365348	0.48	0.05	0.07	0	0.01	0.01	0.14	0.6	0.05
window_365349	0.48	0.05	0.07	0	0.01	0.01	0.14	0.6	0.05
window_365351	1.46	1.84	2.77	0.91	0.02	1.71	0.63	2.9	1.08
window_365352	1.46	1.84	2.77	0.91	0.02	1.71	0.63	2.9	1.08
window_365423	0	0.03	0.26	0	0	0.35	0.01	0.09	0.02
window_365433	0.31	1.51	0.94	1.33	0.91	5.65	5.34	38.11	9.51
window_365438	5.54	3.63	5.01	2.64	0.01	1.2	1.12	7.09	2.22
window_365445	3.34	2.4	5.2	1.27	0.46	2.3	2.07	8.4	2.83
window_365447	3.34	2.4	5.2	1.27	0.46	2.3	2.07	8.4	2.83
window_365461	2.35	0	0.07	0	0.01	0.14	0.09	0.25	0.04
window_365462	2.35	0	0.07	0	0.01	0.14	0.09	0.25	0.04
window_365463	2.35	0	0.07	0	0.01	0.14	0.09	0.25	0.04
window_365493	4.64	3.58	18.06	3.05	0.05	2.62	3.15	12.21	3.27
window_365494	4.64	3.58	18.06	3.05	0.05	2.62	3.15	12.21	3.27
window_365495	4.64	3.58	18.06	3.05	0.05	2.62	3.15	12.21	3.27
window_365540	9.37	0.43	0.75	1	0.12	1.93	0.73	0.81	1.05
window_365546	0.04	0.04	0.01	0.08	6.95	0.04	3.13	0.12	0.11
window_365547	0.04	0.04	0.01	0.08	6.95	0.04	3.13	0.12	0.11
window_365548	0.04	0.04	0.01	0.08	6.95	0.04	3.13	0.12	0.11
window_365550	11.32	3.88	7.49	4.13	0.94	8.26	1.38	8.82	5.1
window_365551	11.32	3.88	7.49	4.13	0.94	8.26	1.38	8.82	5.1
window_365552	3.63	0	0.13	0	0.41	0.36	0	0.06	2.65
window_365553	5.87	0.07	0.04	0	0	0.21	0	0.37	0.55
window_365568	0	0	0	0.27	0	0.03	0	0	0.03
window_365583	0.37	2.61	2.82	0.38	0	0.05	0.22	1.68	1
window_365589	73.29	39.99	64.69	124.47	0.14	52.91	9.21	47.09	48.91
window_365591	3.83	2.12	3.79	0.87	0.8	0.91	3.44	8.72	0.89
window_365592	3.83	2.12	3.79	0.87	0.8	0.91	3.44	8.72	0.89
window_365612	4.29	1.23	7.24	1.43	1.29	1.88	5.14	4.77	1.77
window_365613	4.29	1.23	7.24	1.43	1.29	1.88	5.14	4.77	1.77
window_365617	0.03	1.13	0.05	4.28	112.19	0.04	549.53	0.06	25.8
window_365621	0	0	0	0.32	0.45	0	3.12	0	0.17
window_365622	0	0	0	0.32	0.45	0	3.12	0	0.17
window_365627	21.63	15.69	21.8	6.24	0.91	3.81	21.02	16.11	12.61
window_365628	323.19	1122.59	447.24	177.67	0.66	2.05	20.66	225.12	598.62
window_365630	2.11	2.47	3.24	3.5	0.01	2.37	0.53	2.62	2.29
window_365631	2.11	2.47	3.24	3.5	0.01	2.37	0.53	2.62	2.29
window_365633	0.57	0.66	0.01	0.5	0	2.44	0.12	0.22	5
window_365636	0.19	0.17	0.4	0.39	0.01	0.4	0.28	1.16	0.35
window_365661	0.88	2.66	1.82	1.02	0.01	2.63	0.15	2.39	2.22
window_365685	6.69	2.24	7.98	2	0.06	3.92	1.92	11.27	3.94
window_365686	6.69	2.24	7.98	2	0.06	3.92	1.92	11.27	3.94
window_365687	6.69	2.24	7.98	2	0.06	3.92	1.92	11.27	3.94
window_365707	2.88	5.68	4.14	6.3	0.07	3.82	2.21	3.87	3.76
window_365710	1.47	0.79	2.28	1.12	0.1	1.85	1.11	4.61	0.9
window_365711	25.95	15.84	31.76	25.77	0.15	24.21	18.22	41.41	35.81
window_365718	4.53	0.14	0.11	0	0.02	0	0	3.04	0
window_365748	4.38	3.72	3.27	5.47	0.13	7.65	7.21	5.48	3.32
window_365749	4.38	3.72	3.27	5.47	0.13	7.65	7.21	5.48	3.32
window_365750	0.02	1.97	0.06	2.24	81.73	0.05	364.98	0.01	29.18
window_365752	0.47	0.84	1.47	1.19	0.06	0.44	0.62	1.59	0.64
window_365757	60.21	15.58	79.43	35.33	0.18	21.37	13.37	69.95	60.78
window_365758	60.21	15.58	79.43	35.33	0.18	21.37	13.37	69.95	60.78
window_365773	84.44	64.89	65.04	26.77	0.27	11.46	12.07	18.76	85.56
window_365805	0.05	0	0.01	0	0	0.4	0.19	0.15	0.01
window_365822	53.12	30.08	17.5	39.75	0.12	25.12	17.43	52.8	28.01
window_365823	53.12	30.08	17.5	39.75	0.12	25.12	17.43	52.8	28.01
window_365826	5.1	6.23	1.88	3.91	0.04	8.56	8.05	5.84	6.17
window_365834	83.49	317.3	92.96	255.63	0.12	47.43	8.85	20.64	124.15
window_365837	0.03	0	0.04	0	0	0.01	0.04	0	0.18
window_365843	19.38	8.26	11.94	11.86	0.04	10.22	8.03	16.93	11.62
window_365844	19.38	8.26	11.94	11.86	0.04	10.22	8.03	16.93	11.62
window_365849	1.84	0.57	0.84	1.41	0	0.12	1.56	23.63	0.23
window_365880	0.68	1.03	3.87	2.1	0.01	2.82	1.03	6.67	3.01
window_365881	99.1	210.68	50.52	63.14	0.44	9.47	54.55	129.22	118.57
window_365890	0.15	1.81	10.24	1.67	0.02	1.51	0.1	0.15	0.78
window_365891	6.35	3.62	12.55	3.78	3.98	2.1	24.08	8.61	10.58
window_365893	138.49	51.51	119.75	75.99	18.94	92.81	111.08	96.74	108.29
window_365894	0.02	0	0.01	0.39	0	9.03	0	0	0
window_365904	1.09	0.46	2.54	0.95	0.01	4.21	0.87	2.38	0.57
window_365932	6.06	0.17	1.45	0.7	0	0.14	1.83	35.17	1.25
window_365940	1.86	1.33	4.31	0.1	0	0.58	0.09	3.3	0.29
window_365949	1.12	0.21	0.07	0.39	0.02	0.45	19.2	0.2	0.75
window_365950	1.68	0.08	0.34	0.58	0	20.63	0.22	0.17	0.27
window_365993	0	0.16	0.06	0	0.53	0.19	4.35	0.03	0.31
window_365994	0	0.16	0.06	0	0.53	0.19	4.35	0.03	0.31
window_366003	4.34	3.39	4.67	1.82	0.07	2.69	1	7.25	1.79
window_366018	9.53	2.2	3.16	0.23	0	0.2	1.02	9.65	3.47
window_366027	3.25	41.75	8.11	1.36	0.05	0.27	3.59	0.59	119.07
window_366031	0.14	0.12	1.39	0.32	0	0.84	0	0.06	0
window_366036	0.37	2.54	2.05	2.84	0.04	0.64	0.8	3.39	1
window_366038	373.64	588.41	384.61	1429.62	2.81	452.6	145.06	232.56	343.6
window_366086	0.03	0.03	0.02	0	0	0	0	0.07	0
window_366125	3.81	3.53	6.53	4.04	0.22	4.89	8.64	7.93	4.08
window_366129	3.09	1.01	6.61	7.49	0	0.74	1.54	26.2	8.84
window_366131	69.97	36.98	157.21	67.41	0.21	102.42	29.4	125.6	81.86
window_366141	41.07	73.74	16.39	57.55	0	11.15	7.26	48.3	50.32
window_366177	6.55	7.49	7.46	4.74	0.03	3.54	1.21	5.08	3.75
window_366180	1.63	4.07	5.36	1.57	0	0.54	0.06	0.26	3.68
window_366220	0.01	0.05	0.06	0.16	0.05	0.08	0.04	0.05	0.02
window_366221	0.01	0.05	0.06	0.16	0.05	0.08	0.04	0.05	0.02
window_366222	0.01	0.05	0.06	0.16	0.05	0.08	0.04	0.05	0.02
window_366224	140.13	26.59	56.68	2.62	3.67	0.64	3.14	76.68	3
window_366226	0.28	0.45	0.23	0.89	85.76	0.42	69.34	0.15	3.61
window_366236	6.6	4.88	4.66	8.56	8.83	4.6	15.75	15.35	7.12
window_366237	2.41	1.05	2.87	0.3	2.35	1.72	0.29	4.18	0.77
window_366257	123.45	163.61	196.85	206.13	0.09	44.98	15.49	90.07	82.29
window_366264	226.79	66.19	312.15	140.17	10.61	124.05	43.61	191.73	191.71
window_366272	4.75	6.12	10.09	1.39	0.05	9.54	6.49	5.89	27.64
window_366312	0.04	0	0.05	0	0	0	0.92	12.08	0.45
window_366315	0.81	2.62	2.05	16.08	0.07	10.22	4.92	16.38	37.14
window_366318	0.81	2.62	2.05	16.08	0.07	10.22	4.92	16.38	37.14
window_366320	11.23	8.97	14.73	7.05	3.72	13.89	9.17	16.02	10.91
window_366321	5.8	9.2	6.47	14.35	0.03	8.7	10.2	8.66	10.05
window_366322	5.8	9.2	6.47	14.35	0.03	8.7	10.2	8.66	10.05
window_366325	1.46	0.41	1.72	0.37	0	0.34	0.43	2.11	0.19
window_366326	6.59	1.12	3.6	1.78	0.04	3.84	0.99	8.99	1.33
window_366327	6.59	1.12	3.6	1.78	0.04	3.84	0.99	8.99	1.33
window_366329	1.87	3	4.29	1.67	0.93	2.27	2.1	6.82	2.63
window_366330	1.87	3	4.29	1.67	0.93	2.27	2.1	6.82	2.63
window_366332	1.43	1.65	2.01	1.51	0.02	1.69	1.11	1.57	2.33
window_366334	218.41	21.88	19.44	28.65	1.05	10.71	14.54	59.42	42.32
window_366343	0.1	0.04	0.07	0	0.01	0.02	0	0.31	0.01
window_366360	189.59	345.24	26.78	297.97	0.09	8.33	60.34	78.95	303.87
window_366379	0.95	0	0.01	0	0	0.2	0	0.2	0.01
window_366384	13.26	3.88	1.46	1.55	0.02	2.48	0.26	5.6	2.61
window_366387	5.88	0.14	0.04	0	0	0.17	0.34	2.03	0
window_366409	0.42	0.03	0.01	0	0	0	0	0.14	0
window_366419	0.04	0.53	2.66	13.08	0.08	9.58	0.79	1.99	0.66
window_366424	0.25	0.11	1.46	0.31	0	0.15	0.23	0.9	1.71
window_366435	128.7	159.2	75.53	3.23	0.05	0.05	3.78	73.92	7.63
window_366439	128.7	159.2	75.53	3.23	0.05	0.05	3.78	73.92	7.63
window_366454	629.52	749.6	466.83	40.18	0.5	4.39	18.63	336.56	78.04
window_366460	3.2	5.5	3.47	3.75	0.04	4.32	3.15	4.31	5.72
window_366461	3.2	5.5	3.47	3.75	0.04	4.32	3.15	4.31	5.72
window_366470	5.56	2.69	6.04	6.19	0.04	16.1	10.84	10.1	2.72
window_366471	5.56	2.69	6.04	6.19	0.04	16.1	10.84	10.1	2.72
window_366475	193.88	103.04	210.75	127.22	0.51	85.76	53.75	203.4	179.83
window_366476	0.01	0.12	0.43	0.05	0.01	0.07	0.05	0.15	0.04
window_366477	0.01	0.12	0.43	0.05	0.01	0.07	0.05	0.15	0.04
window_366479	67.8	292.85	45.58	39.97	0.03	5.67	23.49	13.15	57.06
window_366536	0.33	0	0.16	0	0.2	0.08	10.05	0.07	2.02
window_366545	1.65	0.59	0.46	0.5	0.01	1.66	1.1	0.64	0.28
window_366546	13.04	5.72	9.52	3.15	0.03	5.72	8.17	12.36	13.94
window_366551	12.74	10.74	13.7	9.25	10.44	12.45	7.85	18.57	8.7
window_366565	0	0	0	0	0.04	0	4.94	0	0.18
